,mean,sd,hdi_2.5%,hdi_97.5%,mcse_mean,mcse_sd,ess_mean,ess_sd,ess_bulk,ess_tail,r_hat,P>0
last_stage_favours_fx|subject_id[175],-0.015,0.214,-0.477,0.406,0.003,0.003,6096.0,3073.0,6197.0,4628.0,1.0,
last_stage_favours_fx|subject_id[176],-0.045,0.196,-0.463,0.33,0.002,0.003,6292.0,2826.0,6521.0,4593.0,1.0,
last_stage_favours_fx|subject_id[177],-0.051,0.189,-0.457,0.299,0.002,0.002,6166.0,3726.0,6223.0,5185.0,1.0,
by_attribute_fx|subject_id_sigma,0.065,0.048,0.0,0.155,0.001,0.001,2448.0,2448.0,2363.0,3491.0,1.0,1.0
by_attribute_fx|subject_id[0],0.005,0.078,-0.16,0.184,0.001,0.001,6007.0,4081.0,6193.0,5484.0,1.0,
by_attribute_fx|subject_id[1],0.01,0.078,-0.154,0.178,0.001,0.001,6735.0,3953.0,7264.0,5466.0,1.0,
by_attribute_fx|subject_id[2],-0.002,0.077,-0.177,0.159,0.001,0.001,4529.0,3913.0,5015.0,4325.0,1.0,
by_attribute_fx|subject_id[3],-0.001,0.078,-0.169,0.17,0.001,0.001,5007.0,2834.0,5947.0,3925.0,1.0,
by_attribute_fx|subject_id[4],0.014,0.076,-0.141,0.185,0.001,0.001,5800.0,3600.0,6307.0,5631.0,1.0,
by_attribute_fx|subject_id[5],-0.008,0.078,-0.178,0.159,0.001,0.001,5271.0,3923.0,5658.0,5117.0,1.0,
by_attribute_fx|subject_id[6],0.006,0.081,-0.168,0.174,0.001,0.001,5335.0,2715.0,6504.0,4104.0,1.0,
by_attribute_fx|subject_id[7],0.007,0.078,-0.143,0.19,0.001,0.001,6821.0,4208.0,7038.0,5127.0,1.0,
by_attribute_fx|subject_id[8],-0.011,0.077,-0.185,0.148,0.001,0.001,5286.0,4635.0,5458.0,5153.0,1.0,
by_attribute_fx|subject_id[9],-0.021,0.08,-0.215,0.126,0.001,0.001,6098.0,4433.0,6465.0,5498.0,1.0,
by_attribute_fx|subject_id[10],-0.006,0.077,-0.18,0.15,0.001,0.001,5456.0,3830.0,5955.0,4566.0,1.0,
by_attribute_fx|subject_id[11],-0.002,0.077,-0.166,0.165,0.001,0.001,6290.0,4583.0,6351.0,5756.0,1.0,
by_attribute_fx|subject_id[12],-0.024,0.082,-0.229,0.116,0.001,0.001,5474.0,3610.0,6206.0,5582.0,1.0,
by_attribute_fx|subject_id[13],-0.009,0.079,-0.185,0.155,0.001,0.001,6618.0,4286.0,6609.0,5776.0,1.0,
by_attribute_fx|subject_id[14],0.001,0.078,-0.154,0.19,0.001,0.001,5931.0,3260.0,6373.0,5019.0,1.0,
by_attribute_fx|subject_id[15],0.004,0.077,-0.167,0.166,0.001,0.001,6351.0,2884.0,7077.0,4680.0,1.0,
by_attribute_fx|subject_id[16],0.006,0.079,-0.167,0.18,0.001,0.001,4917.0,3759.0,5328.0,4834.0,1.0,
by_attribute_fx|subject_id[17],-0.007,0.08,-0.192,0.151,0.001,0.001,4642.0,3729.0,5136.0,4635.0,1.0,
by_attribute_fx|subject_id[18],-0.003,0.08,-0.17,0.179,0.001,0.001,5215.0,3706.0,5794.0,4426.0,1.0,
by_attribute_fx|subject_id[19],-0.023,0.082,-0.224,0.127,0.001,0.001,5036.0,4069.0,5683.0,4505.0,1.0,
by_attribute_fx|subject_id[20],-0.0,0.077,-0.17,0.165,0.001,0.001,6404.0,4287.0,6762.0,5354.0,1.0,
by_attribute_fx|subject_id[21],0.007,0.079,-0.152,0.19,0.001,0.001,6661.0,4298.0,7066.0,5136.0,1.0,
by_attribute_fx|subject_id[22],0.005,0.078,-0.162,0.178,0.001,0.001,5900.0,4351.0,6272.0,5297.0,1.0,
by_attribute_fx|subject_id[23],-0.002,0.081,-0.178,0.174,0.001,0.001,5780.0,4017.0,6560.0,4771.0,1.0,
by_attribute_fx|subject_id[24],0.014,0.078,-0.128,0.21,0.001,0.001,4825.0,3806.0,5462.0,4419.0,1.0,
by_attribute_fx|subject_id[25],-0.002,0.08,-0.164,0.182,0.001,0.001,5268.0,3237.0,6147.0,4146.0,1.0,
by_attribute_fx|subject_id[26],0.002,0.077,-0.165,0.164,0.001,0.001,5042.0,3864.0,5089.0,5001.0,1.0,
by_attribute_fx|subject_id[27],-0.009,0.08,-0.184,0.159,0.001,0.001,5339.0,3692.0,5705.0,5034.0,1.0,
by_attribute_fx|subject_id[28],-0.002,0.075,-0.18,0.149,0.001,0.001,4322.0,3689.0,4655.0,4333.0,1.0,
by_attribute_fx|subject_id[29],0.015,0.079,-0.147,0.2,0.001,0.001,5586.0,3713.0,6232.0,4114.0,1.0,
by_attribute_fx|subject_id[30],0.005,0.074,-0.152,0.168,0.001,0.001,6661.0,3983.0,6945.0,5323.0,1.0,
by_attribute_fx|subject_id[31],0.032,0.085,-0.112,0.229,0.001,0.001,3699.0,3332.0,4362.0,4477.0,1.0,
by_attribute_fx|subject_id[32],-0.015,0.078,-0.188,0.14,0.001,0.001,5169.0,3421.0,6160.0,4000.0,1.0,
by_attribute_fx|subject_id[33],0.005,0.077,-0.16,0.17,0.001,0.001,6011.0,4346.0,6560.0,5170.0,1.0,
by_attribute_fx|subject_id[34],0.008,0.079,-0.149,0.198,0.001,0.001,7127.0,4394.0,7498.0,5385.0,1.0,
by_attribute_fx|subject_id[35],0.004,0.078,-0.157,0.178,0.001,0.001,4710.0,3320.0,5669.0,4432.0,1.0,
by_attribute_fx|subject_id[36],-0.003,0.075,-0.177,0.149,0.001,0.001,4549.0,3957.0,4895.0,4232.0,1.0,
by_attribute_fx|subject_id[37],-0.009,0.08,-0.179,0.165,0.001,0.001,6004.0,4137.0,6495.0,5304.0,1.0,
by_attribute_fx|subject_id[38],-0.019,0.08,-0.218,0.129,0.001,0.001,7057.0,4694.0,7394.0,5647.0,1.0,
by_attribute_fx|subject_id[39],0.004,0.078,-0.171,0.166,0.001,0.001,7635.0,4168.0,8463.0,5166.0,1.0,
by_attribute_fx|subject_id[40],0.013,0.08,-0.148,0.192,0.001,0.001,4759.0,3697.0,5292.0,4283.0,1.0,
by_attribute_fx|subject_id[41],-0.001,0.079,-0.174,0.173,0.001,0.001,5665.0,3732.0,6399.0,4300.0,1.0,
by_attribute_fx|subject_id[42],-0.004,0.083,-0.178,0.177,0.001,0.001,4560.0,2488.0,5594.0,3626.0,1.0,
by_attribute_fx|subject_id[43],0.011,0.079,-0.147,0.19,0.001,0.001,4225.0,3620.0,4812.0,3857.0,1.0,
by_attribute_fx|subject_id[44],-0.005,0.082,-0.167,0.179,0.001,0.001,3380.0,1780.0,4590.0,4403.0,1.0,
by_attribute_fx|subject_id[45],0.02,0.081,-0.138,0.203,0.001,0.001,3603.0,2143.0,4100.0,3860.0,1.0,
by_attribute_fx|subject_id[46],0.025,0.083,-0.124,0.221,0.001,0.001,4929.0,4733.0,5482.0,5364.0,1.0,
by_attribute_fx|subject_id[47],-0.0,0.078,-0.17,0.171,0.001,0.001,6302.0,3953.0,6670.0,4864.0,1.0,
by_attribute_fx|subject_id[48],-0.002,0.077,-0.169,0.167,0.001,0.001,5814.0,4164.0,6432.0,4193.0,1.0,
by_attribute_fx|subject_id[49],0.002,0.079,-0.156,0.188,0.001,0.001,4741.0,3600.0,5367.0,4438.0,1.0,
by_attribute_fx|subject_id[50],0.002,0.078,-0.166,0.17,0.001,0.001,6165.0,3410.0,6603.0,5010.0,1.0,
by_attribute_fx|subject_id[51],-0.011,0.081,-0.197,0.15,0.001,0.001,4441.0,3427.0,5425.0,3937.0,1.0,
by_attribute_fx|subject_id[52],0.011,0.077,-0.157,0.175,0.001,0.001,4049.0,3506.0,4254.0,3974.0,1.0,
by_attribute_fx|subject_id[53],0.006,0.079,-0.155,0.179,0.001,0.001,5230.0,3500.0,6351.0,4970.0,1.0,
by_attribute_fx|subject_id[54],0.006,0.075,-0.161,0.168,0.001,0.001,6575.0,4553.0,6839.0,5547.0,1.0,
by_attribute_fx|subject_id[55],0.01,0.078,-0.136,0.199,0.001,0.001,6349.0,4198.0,6913.0,5458.0,1.0,
by_attribute_fx|subject_id[56],0.004,0.079,-0.164,0.181,0.001,0.001,5427.0,3639.0,5997.0,4441.0,1.0,
by_attribute_fx|subject_id[57],-0.005,0.078,-0.176,0.17,0.001,0.001,4463.0,3094.0,5279.0,4543.0,1.0,
by_attribute_fx|subject_id[58],-0.018,0.083,-0.192,0.159,0.001,0.001,4249.0,3828.0,4796.0,3790.0,1.0,
by_attribute_fx|subject_id[59],0.009,0.081,-0.148,0.201,0.001,0.001,5444.0,3687.0,5898.0,4794.0,1.0,
by_attribute_fx|subject_id[60],0.037,0.09,-0.117,0.238,0.001,0.001,4808.0,3992.0,5657.0,4787.0,1.0,
by_attribute_fx|subject_id[61],0.021,0.081,-0.156,0.193,0.001,0.001,5023.0,4262.0,5582.0,5087.0,1.0,
by_attribute_fx|subject_id[62],-0.018,0.082,-0.206,0.154,0.001,0.001,4976.0,3860.0,6093.0,4472.0,1.0,
by_attribute_fx|subject_id[63],-0.016,0.08,-0.193,0.148,0.001,0.001,5893.0,4061.0,6490.0,5528.0,1.0,
by_attribute_fx|subject_id[64],-0.032,0.087,-0.233,0.125,0.001,0.001,4850.0,3752.0,5572.0,5146.0,1.0,
by_attribute_fx|subject_id[65],0.006,0.078,-0.162,0.176,0.001,0.001,5617.0,3751.0,6452.0,4683.0,1.0,
by_attribute_fx|subject_id[66],-0.009,0.079,-0.189,0.15,0.001,0.001,5068.0,4080.0,5339.0,4999.0,1.0,
by_attribute_fx|subject_id[67],0.004,0.078,-0.155,0.183,0.001,0.001,6280.0,4108.0,6430.0,5553.0,1.0,
by_attribute_fx|subject_id[68],0.008,0.077,-0.151,0.176,0.001,0.001,5385.0,3885.0,5764.0,4598.0,1.0,
by_attribute_fx|subject_id[69],-0.017,0.081,-0.199,0.152,0.001,0.001,4985.0,3285.0,5669.0,4183.0,1.0,
by_attribute_fx|subject_id[70],-0.01,0.078,-0.186,0.154,0.001,0.001,6055.0,4193.0,6543.0,4659.0,1.0,
by_attribute_fx|subject_id[71],-0.008,0.081,-0.196,0.161,0.001,0.001,5720.0,4291.0,6146.0,5187.0,1.0,
by_attribute_fx|subject_id[72],-0.017,0.082,-0.204,0.14,0.001,0.001,4573.0,3630.0,5573.0,4126.0,1.0,
by_attribute_fx|subject_id[73],0.004,0.077,-0.151,0.182,0.001,0.001,5431.0,3886.0,6321.0,5305.0,1.0,
by_attribute_fx|subject_id[74],-0.023,0.085,-0.218,0.138,0.001,0.001,4595.0,3288.0,5448.0,4116.0,1.0,
by_attribute_fx|subject_id[75],0.019,0.08,-0.141,0.201,0.001,0.001,5901.0,4276.0,6576.0,4926.0,1.0,
by_attribute_fx|subject_id[76],0.003,0.078,-0.163,0.176,0.001,0.001,5520.0,4782.0,5716.0,5476.0,1.0,
by_attribute_fx|subject_id[77],0.005,0.075,-0.164,0.164,0.001,0.001,6528.0,4571.0,6824.0,5943.0,1.0,
by_attribute_fx|subject_id[78],-0.001,0.078,-0.179,0.156,0.001,0.001,4509.0,2421.0,5656.0,4408.0,1.0,
by_attribute_fx|subject_id[79],-0.006,0.08,-0.193,0.15,0.001,0.001,5255.0,3777.0,5631.0,4714.0,1.0,
by_attribute_fx|subject_id[80],-0.01,0.08,-0.193,0.156,0.001,0.001,4532.0,3080.0,5263.0,3986.0,1.0,
by_attribute_fx|subject_id[81],-0.005,0.077,-0.185,0.15,0.001,0.001,6325.0,3813.0,6728.0,5074.0,1.0,
by_attribute_fx|subject_id[82],0.004,0.074,-0.15,0.174,0.001,0.001,5923.0,4044.0,6150.0,5592.0,1.0,
by_attribute_fx|subject_id[83],-0.011,0.08,-0.188,0.157,0.001,0.001,5647.0,4080.0,5896.0,5224.0,1.0,
by_attribute_fx|subject_id[84],0.014,0.078,-0.144,0.193,0.001,0.001,5450.0,3775.0,5823.0,5035.0,1.0,
by_attribute_fx|subject_id[85],0.007,0.075,-0.153,0.173,0.001,0.001,5522.0,4369.0,6151.0,5303.0,1.0,
by_attribute_fx|subject_id[86],0.001,0.078,-0.175,0.161,0.001,0.001,6488.0,4970.0,6770.0,5647.0,1.0,
by_attribute_fx|subject_id[87],0.001,0.076,-0.165,0.162,0.001,0.001,5350.0,3004.0,6316.0,4164.0,1.0,
by_attribute_fx|subject_id[88],0.003,0.077,-0.159,0.178,0.001,0.001,6868.0,3629.0,7613.0,4574.0,1.0,
by_attribute_fx|subject_id[89],-0.008,0.076,-0.174,0.156,0.001,0.001,3973.0,2132.0,5204.0,4238.0,1.0,
by_attribute_fx|subject_id[90],-0.005,0.079,-0.175,0.163,0.001,0.001,5585.0,3750.0,6190.0,5356.0,1.0,
by_attribute_fx|subject_id[91],-0.007,0.079,-0.181,0.165,0.001,0.001,5776.0,4082.0,6344.0,5019.0,1.0,
by_attribute_fx|subject_id[92],0.023,0.084,-0.117,0.229,0.001,0.001,3467.0,2311.0,4599.0,3670.0,1.0,
by_attribute_fx|subject_id[93],-0.005,0.081,-0.192,0.156,0.001,0.001,4161.0,2892.0,4492.0,4303.0,1.0,
by_attribute_fx|subject_id[94],0.0,0.079,-0.174,0.172,0.001,0.001,5711.0,4135.0,6013.0,5274.0,1.0,
by_attribute_fx|subject_id[95],0.001,0.079,-0.167,0.171,0.001,0.001,4604.0,3119.0,5418.0,4268.0,1.0,
by_attribute_fx|subject_id[96],-0.013,0.08,-0.198,0.152,0.001,0.001,5123.0,4037.0,5623.0,4671.0,1.0,
by_attribute_fx|subject_id[97],0.007,0.081,-0.163,0.19,0.001,0.001,5403.0,2946.0,6163.0,4260.0,1.0,
by_attribute_fx|subject_id[98],-0.002,0.076,-0.164,0.165,0.001,0.001,5288.0,3929.0,5690.0,4842.0,1.0,
by_attribute_fx|subject_id[99],-0.011,0.078,-0.182,0.156,0.001,0.001,5666.0,4120.0,6349.0,4745.0,1.0,
by_attribute_fx|subject_id[100],-0.001,0.077,-0.175,0.158,0.001,0.001,6810.0,4007.0,6776.0,5969.0,1.0,
by_attribute_fx|subject_id[101],0.006,0.083,-0.171,0.194,0.001,0.001,4732.0,3256.0,5572.0,4533.0,1.0,
by_attribute_fx|subject_id[102],0.008,0.078,-0.156,0.189,0.001,0.001,7047.0,3861.0,7886.0,5527.0,1.0,
by_attribute_fx|subject_id[103],0.004,0.079,-0.164,0.178,0.001,0.001,4982.0,4059.0,5371.0,4351.0,1.0,
by_attribute_fx|subject_id[104],0.015,0.082,-0.145,0.213,0.001,0.001,6181.0,3745.0,6944.0,4329.0,1.0,
by_attribute_fx|subject_id[105],0.005,0.078,-0.162,0.174,0.001,0.001,6329.0,3575.0,7065.0,5232.0,1.0,
by_attribute_fx|subject_id[106],0.008,0.08,-0.162,0.183,0.001,0.001,5970.0,3798.0,6370.0,5517.0,1.0,
by_attribute_fx|subject_id[107],0.007,0.081,-0.168,0.179,0.001,0.001,5060.0,3471.0,5748.0,4593.0,1.0,
by_attribute_fx|subject_id[108],0.012,0.08,-0.148,0.202,0.001,0.001,5093.0,3833.0,5711.0,4973.0,1.0,
by_attribute_fx|subject_id[109],-0.016,0.082,-0.212,0.148,0.001,0.001,4815.0,3424.0,5515.0,4107.0,1.0,
by_attribute_fx|subject_id[110],-0.013,0.079,-0.199,0.146,0.001,0.001,4689.0,2824.0,5810.0,4561.0,1.0,
by_attribute_fx|subject_id[111],0.001,0.078,-0.176,0.165,0.001,0.001,6264.0,3897.0,6511.0,5227.0,1.0,
by_attribute_fx|subject_id[112],-0.007,0.08,-0.184,0.16,0.001,0.001,6347.0,4010.0,6841.0,5252.0,1.0,
by_attribute_fx|subject_id[113],0.001,0.08,-0.172,0.181,0.001,0.001,6561.0,3665.0,7097.0,5097.0,1.0,
by_attribute_fx|subject_id[114],0.008,0.077,-0.146,0.189,0.001,0.001,5675.0,4253.0,5957.0,5336.0,1.0,
by_attribute_fx|subject_id[115],0.016,0.078,-0.14,0.205,0.001,0.001,5726.0,4261.0,6307.0,5046.0,1.0,
by_attribute_fx|subject_id[116],0.006,0.076,-0.146,0.185,0.001,0.001,6587.0,4777.0,6927.0,5204.0,1.0,
by_attribute_fx|subject_id[117],-0.009,0.079,-0.189,0.148,0.001,0.001,4992.0,4449.0,5376.0,4790.0,1.0,
by_attribute_fx|subject_id[118],-0.008,0.08,-0.195,0.153,0.001,0.001,5942.0,3692.0,6631.0,5015.0,1.0,
by_attribute_fx|subject_id[119],0.011,0.079,-0.154,0.189,0.001,0.001,4676.0,4000.0,5112.0,4457.0,1.0,
by_attribute_fx|subject_id[120],-0.009,0.08,-0.189,0.153,0.001,0.001,4940.0,3565.0,5661.0,5001.0,1.0,
by_attribute_fx|subject_id[121],0.005,0.078,-0.157,0.18,0.001,0.001,4423.0,3155.0,5718.0,3752.0,1.0,
by_attribute_fx|subject_id[122],-0.014,0.08,-0.192,0.152,0.001,0.001,4408.0,2813.0,5411.0,3747.0,1.0,
by_attribute_fx|subject_id[123],-0.018,0.083,-0.206,0.152,0.001,0.001,5150.0,4132.0,5798.0,4210.0,1.0,
by_attribute_fx|subject_id[124],0.002,0.083,-0.177,0.177,0.001,0.001,4437.0,2552.0,5806.0,3628.0,1.0,
by_attribute_fx|subject_id[125],0.0,0.084,-0.177,0.182,0.001,0.001,4426.0,2582.0,5249.0,4323.0,1.0,
by_attribute_fx|subject_id[126],0.008,0.076,-0.162,0.169,0.001,0.001,6558.0,3823.0,7187.0,5361.0,1.0,
by_attribute_fx|subject_id[127],0.012,0.078,-0.144,0.195,0.001,0.001,6112.0,4204.0,6361.0,5204.0,1.0,
by_attribute_fx|subject_id[128],0.002,0.077,-0.161,0.176,0.001,0.001,6019.0,4886.0,6098.0,6085.0,1.0,
by_attribute_fx|subject_id[129],-0.008,0.077,-0.171,0.16,0.001,0.001,6374.0,4257.0,6911.0,5041.0,1.0,
by_attribute_fx|subject_id[130],0.014,0.078,-0.14,0.191,0.001,0.001,6166.0,4681.0,6419.0,5468.0,1.0,
by_attribute_fx|subject_id[131],0.002,0.077,-0.158,0.175,0.001,0.001,6761.0,4453.0,7279.0,5069.0,1.0,
by_attribute_fx|subject_id[132],-0.002,0.079,-0.174,0.175,0.001,0.001,5212.0,3762.0,5681.0,4891.0,1.0,
by_attribute_fx|subject_id[133],0.005,0.079,-0.179,0.167,0.001,0.001,5592.0,4120.0,5885.0,5176.0,1.0,
by_attribute_fx|subject_id[134],0.009,0.079,-0.155,0.186,0.001,0.001,5584.0,3908.0,6013.0,4980.0,1.0,
by_attribute_fx|subject_id[135],0.005,0.079,-0.169,0.182,0.001,0.001,5273.0,3011.0,6125.0,4334.0,1.0,
by_attribute_fx|subject_id[136],0.003,0.079,-0.163,0.178,0.001,0.001,6048.0,4202.0,6633.0,4630.0,1.0,
by_attribute_fx|subject_id[137],0.002,0.077,-0.17,0.168,0.001,0.001,6395.0,4505.0,6994.0,4979.0,1.0,
by_attribute_fx|subject_id[138],0.009,0.078,-0.147,0.188,0.001,0.001,5173.0,3971.0,5977.0,4153.0,1.0,
by_attribute_fx|subject_id[139],0.009,0.077,-0.155,0.177,0.001,0.001,5278.0,3622.0,5917.0,4702.0,1.0,
by_attribute_fx|subject_id[140],0.006,0.08,-0.163,0.188,0.001,0.001,4699.0,3688.0,5094.0,4331.0,1.0,
by_attribute_fx|subject_id[141],0.004,0.078,-0.167,0.168,0.001,0.001,5464.0,3763.0,6195.0,4719.0,1.0,
by_attribute_fx|subject_id[142],-0.021,0.082,-0.207,0.131,0.001,0.001,4816.0,4293.0,5246.0,4899.0,1.0,
by_attribute_fx|subject_id[143],-0.0,0.08,-0.178,0.174,0.001,0.001,5741.0,4241.0,6238.0,4990.0,1.0,
by_attribute_fx|subject_id[144],-0.004,0.078,-0.183,0.152,0.001,0.001,5190.0,3596.0,5944.0,4192.0,1.0,
by_attribute_fx|subject_id[145],-0.006,0.078,-0.19,0.151,0.001,0.001,5977.0,3545.0,6507.0,4408.0,1.0,
by_attribute_fx|subject_id[146],0.009,0.081,-0.15,0.198,0.001,0.001,5521.0,3539.0,5659.0,5449.0,1.0,
by_attribute_fx|subject_id[147],0.009,0.077,-0.148,0.185,0.001,0.001,6431.0,3907.0,6901.0,5525.0,1.0,
by_attribute_fx|subject_id[148],-0.012,0.078,-0.196,0.142,0.001,0.001,5808.0,3967.0,6355.0,4874.0,1.0,
by_attribute_fx|subject_id[149],0.014,0.078,-0.15,0.183,0.001,0.001,5664.0,4258.0,5957.0,5680.0,1.0,
by_attribute_fx|subject_id[150],0.006,0.078,-0.147,0.189,0.001,0.001,6372.0,4143.0,6846.0,5802.0,1.0,
by_attribute_fx|subject_id[151],-0.008,0.078,-0.182,0.16,0.001,0.001,6188.0,3988.0,6792.0,4935.0,1.0,
by_attribute_fx|subject_id[152],-0.011,0.082,-0.192,0.158,0.001,0.001,3912.0,3103.0,4763.0,3616.0,1.0,
by_attribute_fx|subject_id[153],-0.01,0.079,-0.193,0.149,0.001,0.001,5948.0,3887.0,6614.0,5267.0,1.0,
by_attribute_fx|subject_id[154],0.002,0.077,-0.167,0.169,0.001,0.001,5273.0,3915.0,5690.0,5194.0,1.0,
by_attribute_fx|subject_id[155],0.017,0.082,-0.143,0.204,0.001,0.001,5512.0,3265.0,6407.0,4954.0,1.0,
by_attribute_fx|subject_id[156],-0.013,0.08,-0.198,0.152,0.001,0.001,4845.0,3289.0,5917.0,4154.0,1.0,
by_attribute_fx|subject_id[157],-0.02,0.083,-0.205,0.146,0.001,0.001,5283.0,3956.0,5703.0,4161.0,1.0,
by_attribute_fx|subject_id[158],0.002,0.078,-0.162,0.179,0.001,0.001,4457.0,3401.0,4894.0,3730.0,1.0,
by_attribute_fx|subject_id[159],-0.011,0.076,-0.194,0.137,0.001,0.001,6404.0,4223.0,6684.0,5645.0,1.0,
by_attribute_fx|subject_id[160],-0.009,0.079,-0.192,0.151,0.001,0.001,5277.0,4058.0,5360.0,5205.0,1.0,
by_attribute_fx|subject_id[161],-0.003,0.077,-0.16,0.174,0.001,0.001,6850.0,3839.0,7640.0,4976.0,1.0,
by_attribute_fx|subject_id[162],0.002,0.078,-0.156,0.177,0.001,0.001,5919.0,4019.0,6270.0,5294.0,1.0,
by_attribute_fx|subject_id[163],-0.005,0.079,-0.167,0.168,0.001,0.001,5630.0,2745.0,6625.0,5408.0,1.0,
by_attribute_fx|subject_id[164],0.007,0.078,-0.153,0.186,0.001,0.001,5095.0,4129.0,5277.0,5184.0,1.0,
by_attribute_fx|subject_id[165],-0.014,0.077,-0.189,0.137,0.001,0.001,5078.0,4768.0,5308.0,4977.0,1.0,
by_attribute_fx|subject_id[166],0.005,0.078,-0.153,0.185,0.001,0.001,5784.0,4765.0,6196.0,5287.0,1.0,
by_attribute_fx|subject_id[167],-0.026,0.085,-0.219,0.138,0.001,0.001,4690.0,3939.0,5482.0,4903.0,1.0,
by_attribute_fx|subject_id[168],-0.007,0.078,-0.176,0.166,0.001,0.001,6021.0,4462.0,6628.0,5032.0,1.0,
by_attribute_fx|subject_id[169],0.023,0.082,-0.125,0.219,0.001,0.001,5159.0,4485.0,5565.0,4413.0,1.0,
by_attribute_fx|subject_id[170],0.005,0.081,-0.189,0.168,0.001,0.001,5089.0,3409.0,5882.0,3928.0,1.0,
by_attribute_fx|subject_id[171],0.0,0.081,-0.166,0.183,0.001,0.001,6398.0,3714.0,7038.0,4997.0,1.0,
by_attribute_fx|subject_id[172],-0.015,0.079,-0.195,0.145,0.001,0.001,5804.0,4345.0,6191.0,5530.0,1.0,
by_attribute_fx|subject_id[173],-0.015,0.082,-0.208,0.148,0.001,0.001,5252.0,3789.0,6452.0,4874.0,1.0,
by_attribute_fx|subject_id[174],0.008,0.079,-0.161,0.183,0.001,0.001,4911.0,3725.0,5475.0,4074.0,1.0,
by_attribute_fx|subject_id[175],0.0,0.08,-0.171,0.176,0.001,0.001,6201.0,4425.0,6526.0,4872.0,1.0,
by_attribute_fx|subject_id[176],-0.001,0.08,-0.188,0.162,0.001,0.001,4370.0,3375.0,4794.0,4380.0,1.0,
by_attribute_fx|subject_id[177],0.024,0.084,-0.135,0.216,0.001,0.001,4583.0,3484.0,5531.0,4234.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id_sigma,0.113,0.085,0.0,0.277,0.002,0.001,3030.0,3030.0,2668.0,2923.0,1.0,1.0
duration_favours_fx:by_attribute_fx|subject_id[0],-0.024,0.138,-0.33,0.268,0.002,0.001,5994.0,4707.0,6349.0,5295.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[1],0.006,0.138,-0.29,0.314,0.002,0.001,6160.0,4374.0,6504.0,5074.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[2],-0.027,0.145,-0.387,0.232,0.002,0.001,5809.0,4982.0,6180.0,5529.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[3],-0.03,0.145,-0.374,0.24,0.002,0.002,4837.0,3660.0,6115.0,4271.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[4],-0.003,0.138,-0.298,0.319,0.002,0.001,6322.0,4342.0,6722.0,5346.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[5],0.016,0.135,-0.239,0.352,0.002,0.001,6843.0,4728.0,6998.0,6029.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[6],0.014,0.138,-0.257,0.343,0.002,0.001,6441.0,4353.0,6798.0,5163.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[7],-0.018,0.139,-0.338,0.263,0.002,0.001,6160.0,4413.0,6565.0,5199.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[8],0.002,0.141,-0.296,0.311,0.002,0.002,7835.0,3900.0,8466.0,5826.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[9],-0.028,0.142,-0.364,0.245,0.002,0.001,6277.0,5551.0,6414.0,5760.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[10],0.017,0.141,-0.282,0.325,0.002,0.002,6084.0,3515.0,6548.0,5892.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[11],0.002,0.139,-0.294,0.304,0.002,0.001,6928.0,4618.0,7178.0,5163.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[12],0.014,0.134,-0.259,0.323,0.002,0.001,6870.0,5055.0,7055.0,5629.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[13],-0.025,0.139,-0.332,0.255,0.002,0.001,6164.0,4872.0,6142.0,5402.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[14],0.0,0.132,-0.294,0.28,0.002,0.001,7451.0,4750.0,7314.0,5604.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[15],-0.014,0.139,-0.324,0.272,0.002,0.002,5609.0,2879.0,6374.0,4572.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[16],-0.0,0.142,-0.325,0.298,0.002,0.002,5317.0,3354.0,5946.0,5051.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[17],-0.023,0.145,-0.352,0.263,0.002,0.002,5665.0,3762.0,6040.0,5637.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[18],0.009,0.138,-0.274,0.324,0.002,0.002,6520.0,4114.0,6960.0,5571.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[19],-0.012,0.14,-0.324,0.28,0.002,0.001,6006.0,4675.0,6308.0,4852.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[20],-0.017,0.138,-0.34,0.261,0.002,0.001,7337.0,4932.0,7705.0,5966.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[21],0.01,0.139,-0.266,0.345,0.002,0.002,5482.0,2994.0,6164.0,5657.0,1.0,
duration_favours_fx:by_attribute_fx|subject_id[22],0.003,0.137,-0.288,0.288,0.002,0.001,5499.0,4280.0,5518.0,5758.0,1.0,
